# Era-1986dw blocks-to-Ortsteile crosswalk.
# Built by scripts/build_era_crosswalks.py using DECISION D2
# (direct block_id match + Bezirk-anchored fallback).
# direct_matches=6190, fallbacks=70, unresolved=0, total_in_era=6260
block_id,aggregate_id,aggregate_name
block_015146,z96_014,z96_014
block_015147,z96_014,z96_014
block_015148,z96_014,z96_014
block_015149,z96_014,z96_014
block_015601,z96_014,z96_014
block_016155,z96_014,z96_014
block_016158,z96_014,z96_014
block_016163,z96_014,z96_014
block_016164,z96_014,z96_014
block_016165,z96_014,z96_014
block_016166,z96_014,z96_014
block_016167,z96_014,z96_014
block_016168,z96_014,z96_014
block_016169,z96_014,z96_014
block_016170,z96_014,z96_014
block_016174,z96_014,z96_014
block_016175,z96_014,z96_014
block_016176,z96_014,z96_014
block_016180,z96_014,z96_014
block_016181,z96_014,z96_014
block_016182,z96_014,z96_014
block_016183,z96_014,z96_014
block_016184,z96_014,z96_014
block_016185,z96_014,z96_014
block_016186,z96_014,z96_014
block_016187,z96_014,z96_014
block_016188,z96_014,z96_014
block_016189,z96_014,z96_014
block_016190,z96_014,z96_014
block_016191,z96_014,z96_014
block_016192,z96_014,z96_014
block_016193,z96_014,z96_014
block_016194,z96_014,z96_014
block_016196,z96_014,z96_014
block_016197,z96_014,z96_014
block_016198,z96_014,z96_014
block_016199,z96_014,z96_014
block_016200,z96_014,z96_014
block_016201,z96_014,z96_014
block_016202,z96_014,z96_014
block_016203,z96_014,z96_014
block_016215,z96_014,z96_014
block_016216,z96_014,z96_014
block_016217,z96_014,z96_014
block_016218,z96_014,z96_014
block_016219,z96_014,z96_014
block_016220,z96_014,z96_014
block_016221,z96_014,z96_014
block_016222,z96_014,z96_014
block_016224,z96_014,z96_014
block_016225,z96_014,z96_014
block_016228,z96_014,z96_014
block_016229,z96_014,z96_014
block_016230,z96_014,z96_014
block_016232,z96_014,z96_014
block_016233,z96_014,z96_014
block_016234,z96_014,z96_014
block_016235,z96_014,z96_014
block_016236,z96_014,z96_014
block_016237,z96_014,z96_014
block_016238,z96_014,z96_014
block_016239,z96_014,z96_014
block_016610,z96_014,z96_014
block_016612,z96_014,z96_014
block_016613,z96_014,z96_014
block_016618,z96_014,z96_014
block_016619,z96_014,z96_014
block_016623,z96_014,z96_014
block_017151,z96_014,z96_014
block_017152,z96_014,z96_014
block_017153,z96_014,z96_014
block_017159,z96_014,z96_014
block_017160,z96_014,z96_014
block_017161,z96_014,z96_014
block_017162,z96_014,z96_014
block_017204,z96_014,z96_014
block_017205,z96_014,z96_014
block_017206,z96_014,z96_014
block_017207,z96_014,z96_014
block_017208,z96_014,z96_014
block_017209,z96_014,z96_014
block_017210,z96_014,z96_014
block_017211,z96_014,z96_014
block_017212,z96_014,z96_014
block_017213,z96_014,z96_014
block_017214,z96_014,z96_014
block_017617,z96_014,z96_014
block_017630,z96_014,z96_014
block_017901,z96_014,z96_014
block_017902,z96_014,z96_014
block_018001,z96_000,z96_000
block_018002,z96_000,z96_000
block_018004,z96_000,z96_000
block_018006,z96_000,z96_000
block_018636,z96_000,z96_000
block_018639,z96_000,z96_000
block_018743,z96_000,z96_000
block_018744,z96_000,z96_000
block_019013,z96_000,z96_000
block_019026,z96_003,z96_003
block_019033,z96_000,z96_000
block_019601,z96_000,z96_000
block_019606,z96_000,z96_000
block_019609,z96_000,z96_000
block_019676,z96_000,z96_000
block_019678,z96_000,z96_000
block_019679,z96_000,z96_000
block_019680,z96_000,z96_000
block_019692,z96_000,z96_000
block_019694,z96_000,z96_000
block_019695,z96_000,z96_000
block_019697,z96_000,z96_000
block_019709,z96_000,z96_000
block_019710,z96_000,z96_000
block_019712,z96_000,z96_000
block_019742,z96_000,z96_000
block_019762,z96_000,z96_000
block_020020,z96_000,z96_000
block_020022,z96_000,z96_000
block_020023,z96_000,z96_000
block_020027,z96_000,z96_000
block_020028,z96_000,z96_000
block_020029,z96_000,z96_000
block_020030,z96_000,z96_000
block_020035,z96_000,z96_000
block_020036,z96_000,z96_000
block_020037,z96_000,z96_000
block_020038,z96_000,z96_000
block_020039,z96_000,z96_000
block_020040,z96_000,z96_000
block_020041,z96_000,z96_000
block_020042,z96_000,z96_000
block_020043,z96_000,z96_000
block_020044,z96_000,z96_000
block_020045,z96_000,z96_000
block_020050,z96_000,z96_000
block_020051,z96_000,z96_000
block_020052,z96_000,z96_000
block_020053,z96_000,z96_000
block_020055,z96_000,z96_000
block_020057,z96_000,z96_000
block_020058,z96_000,z96_000
block_020059,z96_000,z96_000
block_020072,z96_000,z96_000
block_020073,z96_000,z96_000
block_020306,z96_002,z96_002
block_020670,z96_000,z96_000
block_020672,z96_000,z96_000
block_020673,z96_000,z96_000
